participant_id,trial_num,stimulus_name,origin_pool,familiarity_rating,liking_rating
daniel_final_run,1,Britney Spears - Baby One More Time (Lyrics).wav,familiar_pool,5,5
daniel_final_run,2,Dua Lipa - Levitating (Lyrics).wav,familiar_pool,5,5
daniel_final_run,3,The Blue Stones ＂Black Holes (Solid Ground)＂ [Official Lyric Video].wav,unfamiliar_pool,1,4
daniel_final_run,4,Twenty One Pilots - Stressed Out (Lyrics).wav,familiar_pool,5,4
daniel_final_run,5,Britney Spears - Baby One More Time (Lyrics).wav,familiar_pool,5,5
daniel_final_run,6,JUNGLE - KEEP MOVING (Lyrics).wav,unfamiliar_pool,1,2
daniel_final_run,7,J.I.D - 151 Rum (Lyrics).wav,unfamiliar_pool,1,1
daniel_final_run,8,1950 ｜｜ King Princess Lyrics.wav,unfamiliar_pool,1,1
daniel_final_run,9,The Killers - Mr Brightside (Lyrics).wav,familiar_pool,5,5
daniel_final_run,10,Justin Bieber - Sorry (Lyrics).wav,familiar_pool,5,4
daniel_final_run,11,The Band CAMINO - Daphne Blue (Official Lyric Video).wav,unfamiliar_pool,1,3
daniel_final_run,12,Saint Motel - ＂Move＂ Lyrics ｜ Official FIFA17 Soundtrack [HQ].wav,unfamiliar_pool,1,4
daniel_final_run,13,"Lady Gaga, Bradley Cooper - Shallow (Lyrics) (A Star Is Born Soundtrack).wav",familiar_pool,5,5
daniel_final_run,14,The Killers - Mr Brightside (Lyrics).wav,familiar_pool,5,5
daniel_final_run,15,Doja Cat - Kiss Me More (Lyrics) ft. SZA.wav,familiar_pool,1,1
daniel_final_run,16,Avicii - Wake Me Up (Official Lyric Video).wav,familiar_pool,5,5
daniel_final_run,17,MUNA - I Know A Place (Lyrics).wav,unfamiliar_pool,1,2
daniel_final_run,18,Lewis Capaldi - Someone You Loved (Lyrics).wav,familiar_pool,5,5
daniel_final_run,19,"Post Malone, Swae Lee - Sunflower (Lyrics).wav",familiar_pool,5,3
daniel_final_run,20,DUCKWRTH - MICHUUL..wav,unfamiliar_pool,1,4
daniel_final_run,21,The Chainsmokers - Closer (Lyrics) ft. Halsey.wav,familiar_pool,5,5
daniel_final_run,22,The Score - Unstoppable (Lyric Video).wav,unfamiliar_pool,5,4
daniel_final_run,23,photosynthesis ｜ saba.wav,unfamiliar_pool,1,4
daniel_final_run,24,Cool Girl - Tove Lo (Lyrics) 🎵.wav,unfamiliar_pool,5,2
daniel_final_run,25,DON BROCO - T-Shirt Song (Lyric Video).wav,unfamiliar_pool,1,1
daniel_final_run,26,Mark Ronson - Uptown Funk (Lyrics) ft. Bruno Mars.wav,familiar_pool,5,5
daniel_final_run,27,Aminé - Reel It In (Lyrics).wav,unfamiliar_pool,2,3
daniel_final_run,28,DREAMERS - Sweet Disaster (Official Lyric Video).wav,unfamiliar_pool,1,5
daniel_final_run,29,EARTHGANG - Meditate (feat. J.I.D.) (lyrics).wav,unfamiliar_pool,1,2
daniel_final_run,30,Allie X - Catch (Lyric Video).wav,unfamiliar_pool,1,1
daniel_final_run,31,Barns Courtney - Glitter & Gold (Lyrics).wav,unfamiliar_pool,1,4
daniel_final_run,32,KennyHoopla - ESTELLA Ft Travis Barker (Lyrics).wav,unfamiliar_pool,1,3
daniel_final_run,33,Avicii - Wake Me Up (Official Lyric Video).wav,familiar_pool,5,5
daniel_final_run,34,Betty Who - I Love You Always Forever (Lyrics) (From To All The Boys： Always and Forever).wav,unfamiliar_pool,1,2
daniel_final_run,35,Billie Eilish - bad guy (Lyrics).wav,familiar_pool,5,5
daniel_final_run,36,Run Away With Me - Carly Rae Jepsen (Lyrics) 🎵.wav,unfamiliar_pool,2,3
daniel_final_run,37,Charli XCX - PARTY 4 U (Lyrics).wav,unfamiliar_pool,1,1
daniel_final_run,38,Avicii - Wake Me Up (Official Lyric Video).wav,familiar_pool,5,5
daniel_final_run,39,Twenty One Pilots - Stressed Out (Lyrics).wav,familiar_pool,5,4
daniel_final_run,40,Adele - Hello (Lyrics).wav,familiar_pool,5,5
daniel_final_run,41,cleopatrick - hometown [lyrics].wav,unfamiliar_pool,1,4
daniel_final_run,42,Coldplay - Viva la Vida (Lyrics).wav,familiar_pool,5,5
daniel_final_run,43,One Direction - What Makes You Beautiful(Lyrics)🎵.wav,familiar_pool,5,4
daniel_final_run,44,SZA - Kill Bill (Lyrics).wav,familiar_pool,4,2
daniel_final_run,45,Avicii - Wake Me Up (Official Lyric Video).wav,familiar_pool,5,4
daniel_final_run,46,Smino - Wild Irish Roses [Lyric Video].wav,unfamiliar_pool,1,1
daniel_final_run,47,Nightly - The Movies (Lyric video).wav,unfamiliar_pool,1,2
daniel_final_run,48,middle finger lyrics.wav,unfamiliar_pool,1,1
daniel_final_run,49,The Chainsmokers - Closer (Lyrics) ft. Halsey.wav,familiar_pool,5,4
daniel_final_run,50,COIN - Crash My Car (Lyric Video).wav,unfamiliar_pool,1,3
daniel_final_run,51,Doja Cat - Kiss Me More (Lyrics) ft. SZA.wav,familiar_pool,5,2
daniel_final_run,52,"Lady Gaga, Bradley Cooper - Shallow (Lyrics) (A Star Is Born Soundtrack).wav",familiar_pool,5,5
daniel_final_run,53,Royal Blood - Typhoons (Lyrics).wav,unfamiliar_pool,1,2
daniel_final_run,54,Colorado - KOTA The Friend (Lyrics).wav,unfamiliar_pool,1,4
daniel_final_run,55,Lewis Capaldi - Someone You Loved (Lyrics).wav,familiar_pool,5,5
daniel_final_run,56,"Ariana Grande - thank u, next (Official Lyric Video).wav",familiar_pool,1,3
daniel_final_run,57,Eminem - Lose Yourself (Lyrics).wav,familiar_pool,5,5
daniel_final_run,58,Welshly Arms - Legendary (Lyrics).wav,unfamiliar_pool,5,4
daniel_final_run,59,Bakar - Hell N Back (Lyrics) ft. Summer Walker.wav,unfamiliar_pool,4,3
