participant_id,trial_num,stimulus_name,origin_pool,familiarity_rating,liking_rating
simon_run,1,Tones and I - Dance Monkey (Lyrics).wav,familiar_pool,5,4
simon_run,2,photosynthesis ｜ saba.wav,unfamiliar_pool,1,1
simon_run,3,Lil Nas X - Old Town Road (Lyrics) ft. Billy Ray Cyrus.wav,familiar_pool,5,5
simon_run,4,"Post Malone, Swae Lee - Sunflower (Lyrics).wav",familiar_pool,5,5
simon_run,5,Denzel Curry - Walkin (Lyrics).wav,unfamiliar_pool,1,4
simon_run,6,The Weeknd - Blinding Lights (Lyrics).wav,familiar_pool,5,4
simon_run,7,OneRepublic - Counting Stars (Lyrics).wav,familiar_pool,5,5
simon_run,8,MUNA - I Know A Place (Lyrics).wav,unfamiliar_pool,1,2
simon_run,9,Bakar - Hell N Back (Lyrics) ft. Summer Walker.wav,unfamiliar_pool,2,4
simon_run,10,DON BROCO - T-Shirt Song (Lyric Video).wav,unfamiliar_pool,4,2
simon_run,11,SZA - Kill Bill (Lyrics).wav,familiar_pool,4,1
simon_run,12,Smino - Wild Irish Roses [Lyric Video].wav,unfamiliar_pool,1,1
simon_run,13,Run Away With Me - Carly Rae Jepsen (Lyrics) 🎵.wav,unfamiliar_pool,1,4
simon_run,14,6LACK - PRBLMS [Lyric Video].wav,unfamiliar_pool,1,1
simon_run,15,Olivia Rodrigo - good 4 u (Lyrics).wav,familiar_pool,5,2
simon_run,16,"Shawn Mendes, Camila Cabello - Señorita (Lyrics) Letra.wav",familiar_pool,5,1
simon_run,17,Imagine Dragons - Believer (Lyrics).wav,familiar_pool,4,5
simon_run,18,Nightly - The Movies (Lyric video).wav,unfamiliar_pool,1,1
simon_run,19,One Direction - What Makes You Beautiful(Lyrics)🎵.wav,familiar_pool,5,5
simon_run,20,Oliver Tree - Alien Boy [Official Lyric Video].wav,unfamiliar_pool,1,1
simon_run,21,Billie Eilish - bad guy (Lyrics).wav,familiar_pool,4,2
simon_run,22,J.I.D - 151 Rum (Lyrics).wav,unfamiliar_pool,1,4
simon_run,23,The Blue Stones ＂Black Holes (Solid Ground)＂ [Official Lyric Video].wav,unfamiliar_pool,1,2
simon_run,24,Betty Who - I Love You Always Forever (Lyrics) (From To All The Boys： Always and Forever).wav,unfamiliar_pool,2,4
simon_run,25,grandson - Blood ⧸⧸ Water (Lyrics).wav,unfamiliar_pool,3,4
simon_run,26,The Killers - Mr Brightside (Lyrics).wav,familiar_pool,5,5
simon_run,27,Shake It Off - Taylor Swift (Lyrics) 🎵.wav,familiar_pool,5,5
simon_run,28,Adele - Hello (Lyrics).wav,familiar_pool,5,5
simon_run,29,Twenty One Pilots - Stressed Out (Lyrics).wav,familiar_pool,5,4
simon_run,30,Allie X - Catch (Lyric Video).wav,unfamiliar_pool,2,1
simon_run,31,Cool Girl - Tove Lo (Lyrics) 🎵.wav,unfamiliar_pool,4,2
simon_run,32,Lewis Capaldi - Someone You Loved (Lyrics).wav,familiar_pool,4,4
simon_run,33,Harry Styles - As It Was (Lyrics).wav,familiar_pool,5,2
simon_run,34,Kim Petras - Close Your Eyes [LYRICS VIDEO].wav,unfamiliar_pool,1,2
